1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	
1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	
1	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	
1	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	
1	3	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1
1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	
1	2	0	0	0	0	0	3	0	1	1	1	0	0	0	0	1	0	0	0	
1	5	1	0	0	0	0	0	0	1	7	1	0	0	0	0	2	1	0	0	
1	4	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	2	0	0	
1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	2	0	0	
1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	
1	3	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	
1	3	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	0	0	
1	1	0	0	0	0	0	0	0	1	15	1	0	0	0	0	0	2	0	0	
1	2	0	0	0	0	0	2	0	1	9	1	0	0	0	0	1	2	0	0	
1	3	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	
1	3	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	
1	5	0	0	0	0	0	1	0	1	1	1	0	0	0	0	2	1	0	0	
1	4	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1
1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	
1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	
1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	
1	2	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	
1	5	1	0	0	0	0	1	0	1	0	1	0	0	0	0	2	1	0	0	
1	7	0	0	0	0	0	11	0	1	0	1	0	0	0	0	3	1	0	0	
1	6	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	1	0	0	
1	7	1	0	0	0	0	1	0	1	0	1	0	0	0	0	3	1	0	0	
1	6	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	1	0	0	
1	7	0	0	0	0	0	1	0	1	0	1	0	0	0	0	3	1	0	0	
1	6	1	0	0	0	0	1	0	1	0	1	0	0	0	0	2	1	0	0	
1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	
1	2	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	
1	5	1	0	0	0	0	1	0	1	0	1	0	0	0	0	2	1	0	0	
1	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	
1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1
1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	
1	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	
2	5	1	0	0	0	0	0	0	1	0	2	0	0	0	0	2	2	0	0	
3	6	0	0	0	0	0	0	0	1	0	3	0	0	0	0	2	2	0	0	
1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	
1	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	
3	5	0	0	0	0	0	0	0	1	0	3	0	0	0	0	2	2	0	0	
1	7	1	0	0	0	0	21	0	1	0	1	0	0	0	0	3	0	0	0	
1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	
1	2	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	
1	3	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	
1	3	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	
2	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	2	0	0	
1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	
1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	
2	3	0	0	0	0	0	16	0	1	24	2	0	0	0	0	1	3	0	0	
1	3	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	2	0	0	
1	3	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	
1	3	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	1	0	0	
1	3	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	
1	3	0	0	0	0	0	4	0	1	7	1	0	0	0	0	1	1	0	0	
2	3	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	
2	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	2	0	0	
2	3	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	
2	5	0	0	0	0	0	16	0	1	24	2	0	0	0	0	2	2	0	0	
3	6	0	0	0	0	0	0	0	1	0	3	0	0	0	0	2	1	0	0	
1	6	1	0	0	0	0	1	0	1	0	1	0	0	0	0	2	1	0	0	
1	6	0	0	0	0	0	3	0	1	11	1	0	0	0	0	2	1	0	0	
2	4	1	0	0	0	0	0	0	1	1	2	0	0	0	0	1	3	0	0	
1	5	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	2	0	0	
1	6	1	0	0	0	0	1	0	1	1	1	0	0	0	1	2	2	0	0	
1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1
1	5	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	2	0	0	
1	7	0	0	0	0	0	0	0	1	1	1	0	0	0	0	3	3	0	0	
1	6	0	0	0	0	0	1	0	1	5	1	0	0	0	0	2	3	0	0	
2	7	0	0	0	0	0	1	0	1	0	2	0	0	0	0	3	0	0	0	
1	4	0	0	0	0	0	1	0	1	2	1	0	0	0	0	1	2	0	0	
1	3	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	
1	3	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	2	0	0	
2	5	0	0	0	0	0	0	1	1	1	2	0	0	0	0	2	1	0	0	
1	6	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	2	0	0	
1	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	
2	2	0	0	0	0	0	0	1	1	1	2	0	0	0	1	1	3	0	0	
1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	
1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	
1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	
1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	
